,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,Plus_Minus
18,Zion Williamson,NOP,19,19,10,9,29.7,23.6,9.1,15.4,0.589,0.3,0.7,0.462,5.2,8,0.645,2.9,3.9,6.8,2.2,2.7,0.8,0.5,1.7,36.2,2,0,6.3
448,Oshae Brissett,TOR,22,19,15,4,7.1,1.9,0.7,1.9,0.361,0.2,0.8,0.2,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.4,0.2,0.1,0.9,4.6,0,0,1.8
286,Caleb Martin,CHA,24,18,6,12,17.6,6.2,2.1,4.7,0.44,1.1,2.1,0.541,0.9,1.2,0.81,0.6,1.6,2.1,1.3,0.8,0.7,0.4,1.8,13,0,0,0.3
79,Blake Griffin,DET,31,18,8,10,28.5,15.5,4.9,13.9,0.352,1.5,6.2,0.243,4.2,5.4,0.776,0.9,3.7,4.7,3.3,2.2,0.4,0.4,1.5,26.1,2,0,-1.4
158,Josh Jackson,MEM,23,18,9,9,19.8,10.4,3.8,8.6,0.439,1.3,4,0.319,1.6,2.4,0.659,0.6,2.6,3.2,1.7,1.4,1,0.5,2.2,20,0,0,1.6
427,Thanasis Antetokounmpo,MIL,27,18,15,3,5.2,2.5,1.1,2,0.528,0,0.4,0,0.4,0.8,0.467,0.6,0.4,1.1,0.5,0.6,0.3,0.1,0.7,5.2,0,0,-1.3
489,Amile Jefferson,ORL,27,18,5,13,4.1,0.8,0.3,0.8,0.357,0,0,0,0.3,0.8,0.357,0.6,0.7,1.3,0.2,0.2,0.1,0.2,0.4,3.2,0,0,1
366,Al-Farouq Aminu,ORL,29,18,7,11,21.1,4.3,1.4,4.8,0.291,0.5,2,0.25,1.1,1.6,0.655,1.3,3.5,4.8,1.2,0.9,1,0.4,1.5,15.3,1,0,-1.9
322,Garrison Mathews,WAS,23,18,8,10,12.6,5.4,1.3,3.1,0.429,1.1,2.6,0.413,1.7,1.9,0.912,0.3,1,1.3,0.6,0.4,0.4,0.1,1.8,8.9,0,0,1.9
375,Ryan Broekhoff,DAL,29,17,10,7,10.6,4.2,1.3,3.5,0.373,1.2,3,0.392,0.4,0.5,0.875,0.3,2.2,2.5,0.6,0.4,0.3,0.2,0.9,9.4,0,0,0.5
316,Jalen McDaniels,CHA,22,16,7,9,18.3,5.6,2.1,4.4,0.471,0.6,1.5,0.375,0.9,1.1,0.824,0.9,3.1,4.1,0.8,0.7,0.5,0.2,2.3,13,0,0,-1.4
267,Dragan Bender,GSW,22,16,10,6,17.8,6.7,2.6,5.8,0.446,0.9,2.7,0.349,0.6,0.9,0.714,1,3.6,4.6,1.8,1.3,0.3,0.6,2.6,15.9,0,0,-0.3
450,Yuta Watanabe,MEM,25,16,8,8,6.2,1.9,0.8,1.8,0.414,0.2,0.5,0.375,0.2,0.5,0.375,0.4,0.7,1.1,0.3,0.1,0.3,0.1,0.6,4.5,0,0,0.3
421,Chimezie Metu,SAS,23,16,7,9,4.5,2.9,1.3,2.2,0.571,0,0.1,0,0.4,0.5,0.75,0.6,1,1.6,0.4,0.3,0.1,0.3,0.3,6,0,0,0.8
477,Juwan Morgan,UTA,23,16,10,6,4.6,1.2,0.6,1.1,0.529,0.1,0.3,0.2,0,0,0,0.3,0.9,1.2,0.1,0.2,0,0.1,0.4,2.8,0,0,1.2
363,Nicolas Claxton,BKN,21,15,5,10,12.5,4.4,1.8,3.2,0.563,0.1,0.5,0.143,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.6,0.1,0.5,0.9,10.7,0,0,-4.5
400,John Konchar,MEM,24,15,7,8,11.1,3.4,1.5,2.3,0.657,0.3,0.6,0.444,0.1,0.1,0.5,1.2,1.9,3.1,1.4,0.4,0.5,0.2,0.5,10.8,0,0,2.1
387,Jaylen Nowell,MIN,20,15,2,13,10.1,3.8,1.3,3.5,0.358,0.2,1.7,0.115,1.1,1.1,0.941,0.2,0.7,0.9,1.3,0.2,0.2,0.1,0.7,7.3,0,0,0.7
475,Melvin Frazier Jr.,ORL,23,15,4,11,3.4,1.2,0.4,1.1,0.353,0.3,0.5,0.571,0.1,0.3,0.5,0.1,0.2,0.3,0.1,0.2,0.3,0.1,0.5,2.6,0,0,0.1
422,Tyrone Wallace,ATL,26,14,3,11,11.5,2.9,1,3.1,0.318,0.1,1.1,0.067,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.7,0.5,0.1,1.4,7.1,0,0,-2.3
133,Otto Porter Jr.,CHI,27,14,5,9,23.6,11.9,4.4,10,0.443,1.7,4.4,0.387,1.4,1.9,0.704,0.9,2.5,3.4,1.8,0.8,1.1,0.4,2.2,22.4,0,0,1.9
474,Vlatko Cancar,DEN,23,14,7,7,3.2,1.2,0.4,1.1,0.4,0.1,0.4,0.167,0.3,0.3,1,0.4,0.4,0.7,0.2,0.2,0.1,0.1,0.5,2.6,0,0,-0.6
371,Alen Smailagic,GSW,19,14,1,13,9.9,4.2,1.4,2.9,0.5,0.2,0.9,0.231,1.1,1.4,0.842,0.7,1.2,1.9,0.9,0.8,0.2,0.3,1,8.6,0,0,-0.6
365,Andre Iguodala,MIA,36,14,7,7,18.5,4.4,1.8,3.6,0.49,0.6,1.7,0.375,0.1,0.6,0.25,0.7,3.1,3.8,2,1.2,0.6,1.1,2,15.8,0,0,-1.7
390,Drew Eubanks,SAS,23,14,8,6,9.3,3.6,1.5,2,0.75,0.1,0.1,1,0.6,0.8,0.727,0.6,1.9,2.5,0.4,0.7,0.1,0.4,1.5,8.2,0,0,-3.1
468,Rayjon Tucker,UTA,22,14,10,4,5.6,1.4,0.6,1.4,0.421,0,0.4,0,0.2,0.4,0.6,0.1,0.8,0.9,0.1,0.2,0.1,0,0.5,2.7,0,0,-0.5
376,Iman Shumpert,BKN,30,13,9,4,18.5,4.2,1.6,4.9,0.328,0.6,2.5,0.242,0.3,0.5,0.571,0.7,1.9,2.6,0.9,0.8,0.9,0.2,1.6,11.1,0,0,-4
324,Juan Toscano-Anderson,GSW,27,13,3,10,20.9,5.3,2.2,4.8,0.46,0.6,1.8,0.348,0.2,0.4,0.6,0.7,3.3,4,2,1.2,1,0.4,2.3,16,0,0,-6.1
467,Alize Johnson,IND,24,13,8,5,4.1,1.4,0.5,1.2,0.467,0,0,0,0.3,0.5,0.667,0.5,0.8,1.4,0.2,0.2,0,0,0.5,3,0,0,0.7
103,Victor Oladipo,IND,28,13,7,6,26,13.8,4.8,12.4,0.391,1.6,5.3,0.304,2.5,3.2,0.78,0.5,2.6,3.2,3,2.2,0.8,0.2,1.6,23.1,0,0,0.2
437,Amir Coffey,LAC,23,13,7,6,7.5,2.2,1,2.5,0.394,0.1,0.5,0.143,0.1,0.2,0.333,0.3,0.8,1.1,0.7,0.2,0.1,0.1,0.9,4.7,0,0,-0.6
437,Johnathan Motley,LAC,25,13,8,5,3.2,2.2,0.8,1.2,0.733,0.1,0.1,1,0.4,0.5,0.714,0.2,0.5,0.8,0.6,0.4,0.2,0,0.5,4.3,0,0,0.2
417,Jaylen Hoard,POR,21,13,7,6,7.9,2.9,1.2,2.5,0.469,0,0.2,0,0.6,1,0.615,1.1,1.4,2.5,0.3,0.3,0.4,0,0.9,7.2,0,0,0.8
97,Marvin Bagley III,SAC,21,13,2,11,25.7,14.2,6,12.8,0.467,0.3,1.7,0.182,1.9,2.4,0.806,2.2,5.2,7.5,0.8,1.4,0.5,0.9,3.3,27.1,3,0,-6.8
455,Dean Wade,CLE,23,12,1,11,6,1.7,0.8,1.1,0.692,0.2,0.3,0.5,0,0.1,0,0.3,1.3,1.6,0.2,0.3,0.2,0.3,0.7,5.1,0,0,-0.8
397,Mfiondu Kabengele,LAC,22,12,9,3,5.4,3.5,1.2,2.7,0.438,0.8,1.7,0.45,0.4,0.4,1,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,5.7,0,0,-0.1
418,Adam Mokoka,CHI,21,11,3,8,10.2,2.9,1.1,2.5,0.429,0.5,1.4,0.4,0.2,0.4,0.5,0.6,0.3,0.9,0.4,0.2,0.4,0,1.5,5.5,0,0,4.5
454,Tyler Cook,CLE,22,11,3,8,3.2,1.7,0.6,0.9,0.7,0,0,0,0.5,0.5,0.833,0.4,0.5,0.9,0.1,0.1,0.1,0,0.4,3.1,0,0,-1.3
141,Justise Winslow,MEM,24,11,7,4,32,11.3,4.5,11.7,0.388,0.5,2.5,0.222,1.6,2.5,0.667,1.5,5.2,6.6,4,2.2,0.6,0.5,3.5,26.3,1,0,4.7
481,Jarred Vanderbilt,MIN,21,11,6,5,4.2,1.1,0.5,0.7,0.625,0,0.1,0,0.2,0.2,1,0.3,0.5,0.8,0.2,0.6,0.3,0.1,0.5,2.8,0,0,-2.5
408,Johnathan Williams,WAS,25,11,6,5,12.3,3.2,1.5,2.3,0.64,0,0.2,0,0.3,0.5,0.6,1.4,2.5,3.9,0.5,0.4,0.1,0.5,1,10.2,0,0,-4.3
443,Charles Brown Jr.,ATL,23,10,1,9,4,2,0.6,1.9,0.316,0.3,0.9,0.333,0.5,0.5,1,0.2,0.2,0.4,0.2,0.3,0.2,0.2,0.3,3.7,0,0,2.8
403,Tremont Waters,BOS,22,10,8,2,8.9,3.3,1.2,3.5,0.343,0.3,1.7,0.176,0.6,0.6,1,0,0.9,0.9,1.2,1,0.5,0.2,1.1,7.3,0,0,2.7
443,Louis King,DET,21,10,3,7,6.2,2,0.8,2.1,0.381,0.4,1.1,0.364,0,0.3,0,0.1,0.9,1,0.5,0.2,0.2,0,1,4.4,0,0,1.9
475,Jordan Bone,DET,22,10,3,7,5.3,1.2,0.5,2,0.25,0.2,1,0.2,0,0,0,0,0.4,0.4,0.8,0.2,0.1,0,0.6,3,0,0,0
332,Kadeem Allen,NYK,27,10,3,7,11.7,5,1.9,4.4,0.432,0.5,1.6,0.313,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.8,0.5,0.2,0.7,10.5,0,0,-2.1
276,CJ Miles,WAS,33,10,4,6,16.1,6.4,1.9,5.9,0.322,1.1,3.5,0.314,1.5,2,0.75,0.4,0.8,1.2,1.2,0.4,1,0.4,1.4,13.4,0,0,-0.8
449,Ignas Brazdeikis,NYK,21,9,1,8,5.9,1.9,0.7,2.4,0.273,0.1,1,0.111,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0.2,0,0.1,0.3,3.3,0,0,-1.3
473,Moses Brown,POR,20,9,4,5,3.6,1.2,0.4,1.1,0.4,0,0,0,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.3,0.1,0.1,0.8,3.6,0,0,-3.7
354,Keldon Johnson,SAS,20,9,3,6,10.2,4.6,1.8,3.4,0.516,0.2,0.6,0.4,0.8,1.1,0.7,0.6,1.3,1.9,0.7,0.3,0.6,0.1,1,9.5,0,0,2.7
497,Nigel Williams-Goss,UTA,25,9,5,4,3.1,0.4,0.1,0.8,0.143,0,0.2,0,0.2,0.2,1,0.2,0.3,0.6,0.6,0.2,0.1,0.1,0.2,2.4,0,0,0.8
464,Justin Robinson,WAS,22,9,2,7,5.4,1.4,0.6,1.3,0.417,0.3,0.6,0.6,0,0,0,0.1,0.4,0.6,0.8,0.3,0,0.1,0.2,3.3,0,0,3.4
440,Khyri Thomas,DET,24,8,2,6,7.7,2.1,0.6,2.1,0.294,0.6,1.8,0.357,0.3,0.5,0.5,0.1,0,0.1,0.4,0.4,0.4,0,1.1,3.6,0,0,-4.5
453,Michael Frazier,HOU,26,8,5,3,8.2,1.8,0.5,1.4,0.364,0.3,1,0.25,0.5,0.8,0.667,0.1,0.3,0.4,0.1,0.3,0.3,0,1.6,2.9,0,0,-3.4
458,BJ Johnson,ORL,24,8,4,4,5.8,1.6,0.6,2.3,0.278,0.1,0.8,0.167,0.3,0.3,1,0.1,0.6,0.8,0.3,0.4,0.3,0,0,3.3,0,0,-2.9
460,Josh Magette,ORL,30,8,3,5,4.7,1.5,0.6,1.9,0.333,0.1,0.5,0.25,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.6,0.4,0.1,0.5,4.2,0,0,0.1
147,Mychal Mulder,GSW,26,7,3,4,29.1,11,3.7,9.6,0.388,2.3,7.4,0.308,1.3,1.7,0.75,0.4,2.9,3.3,1.1,0.7,0.3,0.1,2.9,17.2,0,0,3.3
499,Kevin Hervey,OKC,23,7,3,4,2.8,0.3,0.1,1.6,0.091,0,1.1,0,0,0,0,0,0.3,0.3,0.1,0,0,0,0.1,0.8,0,0,-0.9
480,Zhaire Smith,PHI,21,7,3,4,4.6,1.1,0.4,1.6,0.273,0,0.4,0,0.3,0.6,0.5,0,0.3,0.3,0.3,0.3,0.4,0,0.6,2.9,0,0,-1.4
465,Jonah Bolden,PHX,24,7,6,1,6.7,1.4,0.6,1.6,0.364,0,0.6,0,0.3,0.6,0.5,0.4,0.9,1.3,0,0.3,0.4,0.3,1.4,4.8,0,0,0.1
410,Tacko Fall,BOS,24,6,5,1,4,3.2,1.5,2,0.75,0,0,0,0.2,0.5,0.333,0,1.8,1.8,0,0.5,0,0.3,0.8,5.9,0,0,1.2
489,Antonius Cleveland,DAL,26,6,4,2,3.7,0.8,0.3,1,0.333,0,0.2,0,0.2,0.3,0.5,0,0.5,0.5,0,0.2,0.2,0.2,0.3,2.3,0,0,-1.8
443,Gabe Vincent,MIA,24,6,4,2,6.9,2,0.7,3.2,0.211,0.7,2.7,0.25,0,0,0,0,0.5,0.5,0.5,0,0.2,0,0.3,3.9,0,0,-1
434,Frank Mason,MIL,26,6,5,1,8.8,2.3,0.8,3.2,0.263,0.3,1.7,0.2,0.3,0.7,0.5,0.5,0.8,1.3,1.8,1,0.3,0,0.7,6.7,0,0,-1.3
478,DaQuan Jeffries,SAC,22,6,1,5,3.2,1.2,0.5,1.2,0.429,0.2,0.7,0.25,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0.5,2.1,0,0,0.2
423,Chandler Parsons,ATL,31,5,0,5,10.8,2.8,1,3.6,0.278,0.8,2.8,0.286,0,0,0,0.2,1.2,1.4,0.6,0.6,0.8,0.2,0.6,7.8,0,0,-8
498,Henry Ellenson,BKN,23,5,2,3,3,0.4,0.2,1.4,0.143,0,0.8,0,0,0,0,0.4,0.8,1.2,0.2,0,0,0,0.2,2.1,0,0,2.4
443,Zach Norvell Jr.,GSW,22,5,2,3,8.2,2,0.6,2.4,0.25,0.6,1.6,0.375,0.2,0.2,1,0,1.2,1.2,0.6,0.6,0.4,0,0.8,4.9,0,0,-5.4
29,Stephen Curry,GSW,32,5,1,4,27.9,20.8,6.6,16.4,0.402,2.4,9.8,0.245,5.2,5.2,1,0.8,4.4,5.2,6.6,3.2,1,0.4,2.2,37.9,1,0,-9
491,Brian Bowen II,IND,21,5,4,1,5.8,0.8,0.4,1.8,0.222,0,0.4,0,0,0,0,0.2,1.2,1.4,0,0.2,0,0.2,0.4,2.9,0,0,2.6
466,KZ Okpala,MIA,21,5,2,3,5.2,1.4,0.6,1,0.6,0,0.2,0,0.2,0.4,0.5,0.2,0.8,1,0.2,0.2,0.4,0.2,0.4,4.5,0,0,-3
452,Justin Patton,OKC,23,5,2,3,4.8,1.8,0.8,2,0.4,0.2,0.8,0.25,0,0,0,0.2,0.8,1,0.4,0.4,0,0,0.8,3.2,0,0,-3.2
482,Devon Hall,OKC,24,5,3,2,3.9,1,0.2,1,0.2,0,0.4,0,0.6,0.8,0.75,0,0.2,0.2,0.6,0.2,0,0,0.2,1.9,0,0,4
501,Vic Law,ORL,24,5,1,4,1.9,0,0,0.6,0,0,0.2,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,-0.4
500,Paul Watson,TOR,25,5,3,2,5.2,0.2,0,1.6,0,0,0.8,0,0.2,0.4,0.5,0,0.8,0.8,1,0,0.2,0.2,0.2,3.9,0,0,2.2
501,Miye Oni,UTA,22,5,4,1,2.1,0,0,0.4,0,0,0.2,0,0,0,0,0,0.4,0.4,0,0.2,0,0,0,0.3,0,0,-3.4
501,Jarrell Brantley,UTA,24,5,2,3,2.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.4,0,0.4,0.4,2.3,0,0,0
495,Joe Chealey,CHA,24,4,1,3,8.4,0.5,0,1.8,0,0,1,0,0.5,0.5,1,0,0,0,0.3,0.5,1,0,0.5,3.4,0,0,-4.5
495,Matt Mooney,CLE,23,4,0,4,4.7,0.5,0.3,1,0.25,0,0.5,0,0,0,0,0,0.8,0.8,0.3,0,0.5,0.3,0.3,4,0,0,1.8
460,Donta Hall,DET,22,4,1,3,12,1.5,0.3,1,0.25,0,0,0,1,1.5,0.667,1.5,2.3,3.8,0.5,0.5,0.3,0.3,2.3,7.8,0,0,-6.8
482,Jarrod Uthoff,MEM,27,4,3,1,3.4,1,0.3,1.8,0.143,0,1,0,0.5,0.5,1,0.3,0,0.3,0,0,0.3,0,0.3,2.1,0,0,2.3
492,Daryl Macon,MIA,24,4,4,0,3.5,0.8,0.3,0.8,0.333,0.3,0.5,0.5,0,0,0,0,0,0,0.3,0.5,0,0,0.3,0.6,0,0,0
427,Jalen Lecque,PHX,20,4,1,3,6.6,2.5,1,2.5,0.4,0,1,0,0.5,0.5,1,0,0,0,0.5,0.3,0,0,0.5,3,0,0,-5.5
435,Shamorie Ponds,TOR,22,4,4,0,2.6,2.3,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.5,1,0,0.3,0.3,0.5,0,0,0.3,0.5,4.1,0,0,0
482,Dewan Hernandez,TOR,23,4,4,0,2.8,1,0.3,1.3,0.2,0,0.3,0,0.5,0.5,1,0.5,1.3,1.8,0,0.3,0.3,0,1.5,3.6,0,0,0.3
501,Stanton Kidd,UTA,28,4,3,1,3.8,0,0,0.8,0,0,0.3,0,0,0,0,0,0.8,0.8,0.3,0.5,0,0,0.8,0.8,0,0,-0.3
493,Jeremiah Martin,BKN,24,3,3,0,5.3,0.7,0.3,1.7,0.2,0,0.3,0,0,0,0,0,0.7,0.7,0.7,0,0.3,0.3,0,4.5,0,0,0.7
482,Justin Anderson,BKN,26,3,2,1,5.6,1,0.3,2,0.167,0,1,0,0.3,0.7,0.5,0,0.7,0.7,0,0,0,0.3,0.7,2.8,0,0,-2.7
455,Chasson Randle,GSW,27,3,2,1,13.5,1.7,0,1.3,0,0,0.7,0,1.7,2,0.833,0,0.7,0.7,1.7,0,0.7,0,1,7,0,0,-1.3
217,Jeremy Pargo,GSW,34,3,0,3,14.8,8.3,3.7,7.3,0.5,1,2.3,0.429,0,0.3,0,0.3,0.7,1,2.7,1.3,0.3,0,2.7,13.2,0,0,0
344,Naz Mitrou-Long,IND,26,3,2,1,14.2,4.7,2,5.3,0.375,0.7,3.7,0.182,0,0,0,0,2,2,2.3,0.7,0.3,0.3,0.3,11.9,0,0,6
501,Kostas Antetokounmpo,LAL,22,3,3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0.9,0,0,-0.7
192,Dion Waiters,LAL,28,3,1,2,14,9.3,3.3,8.7,0.385,2.7,5.7,0.471,0,0.3,0,0,3.7,3.7,1,1,0,0.7,1.7,16.2,0,0,4
455,Udonis Haslem,MIA,40,3,3,0,6.9,1.7,0.3,2,0.167,0,0.7,0,1,1.3,0.75,0,2.7,2.7,0.3,0,0,0,1,5.4,0,0,-4.7
469,Zylan Cheatham,NOP,24,3,2,1,10.2,1.3,0.7,1.7,0.4,0,0.3,0,0,0,0,0.3,1.7,2,0.7,1,0,0.3,1.7,4.7,0,0,-10
501,Isaiah Roby,OKC,22,3,2,1,3.8,0,0,0.3,0,0,0,0,0,0,0,0,0.7,0.7,0,0.3,0,0,0.3,0.5,0,0,-1.3
493,Jared Harper,PHX,22,3,1,2,2.6,0.7,0.3,1.3,0.25,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,-3.7
469,Tariq Owens,PHX,25,3,0,3,5.1,1.3,0.3,1.7,0.2,0,0.7,0,0.7,0.7,1,0.7,0.3,1,0,0,0.3,0,0.3,3.5,0,0,-5.3
200,Zach Collins,POR,22,3,2,1,28.8,9,3,6.3,0.474,1,2.3,0.429,2,2,1,1.3,2.7,4,2,2,0,0.7,3.7,16.8,0,0,6.3
501,Quinndary Weatherspoon,SAS,23,3,0,3,5,0,0,1,0,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0.9,0,0,1.3
427,Max Strus,CHI,24,2,0,2,3.1,2.5,1,1.5,0.667,0,0.5,0,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0.5,3.1,0,0,7.5
501,Josh Reaves,DAL,23,2,1,1,0.7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5
501,William Howard,HOU,26,2,1,1,6.6,0,0,2,0,0,2,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,1.5,0,0,-8
427,Ryan Anderson,HOU,32,2,1,1,7,2.5,1,3.5,0.286,0.5,2.5,0.2,0,0,0,0,3.5,3.5,1,0.5,0.5,0,0.5,9.2,0,0,3.5
501,Talen Horton-Tucker,LAL,19,2,1,1,2.7,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0.5,0,0,3,0,0,-3.5
293,Dusty Hannahs,MEM,26,2,0,2,6.7,6,2,4.5,0.444,1,1.5,0.667,1,1,1,0,0.5,0.5,0,0,0,0,0.5,6.6,0,0,2.5
482,Josh Gray,NOP,26,2,1,1,11.4,1,0.5,1,0.5,0,0,0,0,0,0,0.5,0.5,1,1,2.5,0,0,0.5,1.2,0,0,-3.5
460,Marial Shayok,PHI,24,2,1,1,5.2,1.5,0.5,2.5,0.2,0.5,1.5,0.333,0,0,0,0,1.5,1.5,0.5,0.5,0,0,0,3.6,0,0,-5
482,Kyle Guy,SAC,22,2,1,1,2,1,0.5,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5
501,Marques Bolden,CLE,22,1,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,5.4,0,0,4
443,Malik Newman,CLE,23,1,0,1,3.7,2,0,2,0,0,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,-3
501,J.P. Macura,CLE,25,1,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
293,Eric Mika,SAC,25,1,0,1,19,6,2,3,0.667,0,0,0,2,2,1,2,5,7,0,0,0,0,5,14.4,0,0,8
501,Luka Samanic,SAS,20,1,0,1,12,0,0,4,0,0,2,0,0,0,0,0,2,2,3,0,0,0,0,6.9,0,0,6
501,Justin Wright-Foreman,UTA,22,1,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
